Id,País,Categoria,Ano,Tipo,Valor
43,França,Espumante,2009,Valor,0.0
44,Gana,Espumante,2009,Valor,0.0
45,Gibraltar,Espumante,2009,Valor,0.0
46,Granada,Espumante,2009,Valor,0.0
47,Grécia,Espumante,2009,Valor,0.0
48,Guatemala,Espumante,2009,Valor,0.0
49,Guiana,Espumante,2009,Valor,0.0
50,Guiné Equatorial,Espumante,2009,Valor,0.0
51,Guiné-Bissau,Espumante,2009,Valor,0.0
52,Haiti,Espumante,2009,Valor,0.0
53,Honduras,Espumante,2009,Valor,0.0
54,Hong Kong,Espumante,2009,Valor,505.0
55,Hungria,Espumante,2009,Valor,0.0
56,Ilha de Man,Espumante,2009,Valor,0.0
57,Índia,Espumante,2009,Valor,0.0
58,Iraque,Espumante,2009,Valor,0.0
59,Irlanda,Espumante,2009,Valor,0.0
60,Islândia,Espumante,2009,Valor,0.0
61,Itália,Espumante,2009,Valor,6590.0
62,Japão,Espumante,2009,Valor,8650.0
63,Jordânia,Espumante,2009,Valor,0.0
64,Letônia,Espumante,2009,Valor,0.0
65,Líbano,Espumante,2009,Valor,0.0
66,Libéria,Espumante,2009,Valor,0.0
67,Luxemburgo,Espumante,2009,Valor,3963.0
68,Maldivas,Espumante,2009,Valor,0.0
69,Malta,Espumante,2009,Valor,0.0
70,"Marshall, Ilhas",Espumante,2009,Valor,0.0
71,Montenegro,Espumante,2009,Valor,0.0
72,México,Espumante,2009,Valor,0.0
73,Nicarágua,Espumante,2009,Valor,0.0
74,Nigéria,Espumante,2009,Valor,0.0
75,Noruega,Espumante,2009,Valor,0.0
76,Nova Zelândia,Espumante,2009,Valor,0.0
77,Países Baixos (Holanda),Espumante,2009,Valor,11276.0
78,Panamá,Espumante,2009,Valor,0.0
79,Paraguai,Espumante,2009,Valor,18376.0
80,Peru,Espumante,2009,Valor,0.0
81,Polônia,Espumante,2009,Valor,6859.0
82,Porto Rico,Espumante,2009,Valor,0.0
83,Portugal,Espumante,2009,Valor,0.0
84,Quênia,Espumante,2009,Valor,0.0
85,Reino Unido,Espumante,2009,Valor,0.0
86,Republica Dominicana,Espumante,2009,Valor,0.0
87,Republica Tcheca,Espumante,2009,Valor,900.0
88,Rússia,Espumante,2009,Valor,0.0
89,Serra Leoa,Espumante,2009,Valor,0.0
90,Singapura,Espumante,2009,Valor,0.0
91,Suécia,Espumante,2009,Valor,10950.0
92,Suíça,Espumante,2009,Valor,0.0
93,Suriname,Espumante,2009,Valor,0.0
94,Tailândia,Espumante,2009,Valor,0.0
95,Taiwan (Formosa),Espumante,2009,Valor,0.0
96,"Tcheca, República",Espumante,2009,Valor,0.0
97,Trinidade e Tobago,Espumante,2009,Valor,0.0
98,Turquia,Espumante,2009,Valor,0.0
99,Uruguai,Espumante,2009,Valor,0.0
100,Vanuatu,Espumante,2009,Valor,0.0
101,Venezuela,Espumante,2009,Valor,0.0
102,Vietnã,Espumante,2009,Valor,1768.0
103,Outros(1),Espumante,2009,Valor,0.0
1,África do Sul,Suco,2009,Valor,0.0
2,"Alemanha, República Democrática da",Suco,2009,Valor,0.0
3,Angola,Suco,2009,Valor,191270.0
4,Antígua e Barbuda,Suco,2009,Valor,0.0
5,Antilhas Holandesas,Suco,2009,Valor,0.0
6,Arábia Saudita,Suco,2009,Valor,124520.0
7,Argélia,Suco,2009,Valor,0.0
8,Argentina,Suco,2009,Valor,6979.0
9,Aruba,Suco,2009,Valor,3270.0
10,Austrália,Suco,2009,Valor,0.0
11,Áustria,Suco,2009,Valor,0.0
12,Bahamas,Suco,2009,Valor,0.0
13,Bangladesh,Suco,2009,Valor,0.0
14,Barbados,Suco,2009,Valor,2314.0
15,Barein,Suco,2009,Valor,0.0
16,Bélgica,Suco,2009,Valor,0.0
17,Belize,Suco,2009,Valor,0.0
18,Benin,Suco,2009,Valor,0.0
19,Bermudas,Suco,2009,Valor,0.0
20,Birmânia,Suco,2009,Valor,0.0
21,Bolívia,Suco,2009,Valor,0.0
22,Cabo Verde,Suco,2009,Valor,0.0
23,Camarões,Suco,2009,Valor,0.0
24,Canadá,Suco,2009,Valor,0.0
25,Catar,Suco,2009,Valor,0.0
26,"Cayman, Ilhas",Suco,2009,Valor,0.0
27,Chile,Suco,2009,Valor,0.0
28,China,Suco,2009,Valor,0.0
29,Chipre,Suco,2009,Valor,0.0
30,Cingapura,Suco,2009,Valor,0.0
31,Colômbia,Suco,2009,Valor,0.0
32,Congo,Suco,2009,Valor,0.0
33,Coreia do Sul,Suco,2009,Valor,0.0
34,Costa do Marfim,Suco,2009,Valor,0.0
35,Costa Rica,Suco,2009,Valor,0.0
36,Coveite,Suco,2009,Valor,0.0
37,Cuba,Suco,2009,Valor,0.0
38,Curaçao,Suco,2009,Valor,0.0
39,Dinamarca,Suco,2009,Valor,184388.0
40,"Dominica, Ilha de",Suco,2009,Valor,0.0
41,El Salvador,Suco,2009,Valor,0.0
42,Emirados Árabes Unidos,Suco,2009,Valor,0.0
43,Equador,Suco,2009,Valor,0.0
44,Espanha,Suco,2009,Valor,0.0
45,Estados Unidos,Suco,2009,Valor,2002894.0
46,Falkland (Malvinas),Suco,2009,Valor,0.0
47,Filipinas,Suco,2009,Valor,0.0
48,Finlândia,Suco,2009,Valor,0.0
49,França,Suco,2009,Valor,0.0
50,Gana,Suco,2009,Valor,0.0
51,Gibraltar,Suco,2009,Valor,0.0
52,Granada,Suco,2009,Valor,0.0
53,Grécia,Suco,2009,Valor,0.0
54,Guatemala,Suco,2009,Valor,2850.0
55,Guiana,Suco,2009,Valor,0.0
56,Guiana Francesa,Suco,2009,Valor,0.0
57,Guiné Bissau,Suco,2009,Valor,0.0
58,Guine Equatorial,Suco,2009,Valor,0.0
59,Haiti,Suco,2009,Valor,0.0
60,Hong Kong,Suco,2009,Valor,0.0
61,Hungria,Suco,2009,Valor,0.0
62,Ilha de Man,Suco,2009,Valor,0.0
63,India,Suco,2009,Valor,0.0
64,Indonésia,Suco,2009,Valor,0.0
65,Irã,Suco,2009,Valor,0.0
66,Iraque,Suco,2009,Valor,0.0
67,Irlanda,Suco,2009,Valor,0.0
68,Israel,Suco,2009,Valor,46097.0
69,Itália,Suco,2009,Valor,88201.0
70,Iugoslâvia,Suco,2009,Valor,0.0
71,Jamaica,Suco,2009,Valor,0.0
72,Japão,Suco,2009,Valor,8938827.0
73,Líbano,Suco,2009,Valor,0.0
74,Libéria,Suco,2009,Valor,0.0
75,Líbia,Suco,2009,Valor,0.0
76,Luxemburgo,Suco,2009,Valor,0.0
77,Malásia,Suco,2009,Valor,44520.0
78,Malta,Suco,2009,Valor,0.0
79,"Marshall, Ilhas",Suco,2009,Valor,0.0
80,Mauritânia,Suco,2009,Valor,0.0
81,México,Suco,2009,Valor,48230.0
82,Moçambique,Suco,2009,Valor,0.0
83,Mônaco,Suco,2009,Valor,0.0
84,Montenegro,Suco,2009,Valor,0.0
85,Namíbia,Suco,2009,Valor,0.0
86,Nigéria,Suco,2009,Valor,0.0
87,Noruega,Suco,2009,Valor,0.0
88,Nova Caledônia,Suco,2009,Valor,0.0
89,Nova Zelândia,Suco,2009,Valor,0.0
90,Países Baixos,Suco,2009,Valor,0.0
91,Panamá,Suco,2009,Valor,0.0
92,Paquistão,Suco,2009,Valor,0.0
93,Paraguai,Suco,2009,Valor,23404.0
94,Peru,Suco,2009,Valor,19478.0
95,Polônia,Suco,2009,Valor,0.0
96,Porto Rico,Suco,2009,Valor,803785.0
97,Portugal,Suco,2009,Valor,0.0
98,Quênia,Suco,2009,Valor,0.0
99,Reino Unido,Suco,2009,Valor,110.0
100,República Centro Africana,Suco,2009,Valor,0.0
101,República Dominicana,Suco,2009,Valor,60138.0
102,República Federativa da Rússia,Suco,2009,Valor,0.0
103,Rússia,Suco,2009,Valor,0.0
104,São Tomé e Príncipe,Suco,2009,Valor,0.0
105,Senegal,Suco,2009,Valor,0.0
106,Serra Leoa,Suco,2009,Valor,0.0
107,Singapura,Suco,2009,Valor,0.0
108,Sri Lanka,Suco,2009,Valor,0.0
109,Suécia,Suco,2009,Valor,0.0
110,Suíça,Suco,2009,Valor,467.0
111,Suriname,Suco,2009,Valor,0.0
112,Tailândia,Suco,2009,Valor,12789.0
113,Taiwan (Formosa),Suco,2009,Valor,0.0
114,Tanzânia,Suco,2009,Valor,0.0
115,"Tcheca, República",Suco,2009,Valor,0.0
116,Togo,Suco,2009,Valor,0.0
117,Toquelau,Suco,2009,Valor,0.0
118,Trinidade e Tobago,Suco,2009,Valor,0.0
119,Turquia,Suco,2009,Valor,0.0
120,Uruguai,Suco,2009,Valor,832.0
121,Vanuatu,Suco,2009,Valor,0.0
122,Venezuela,Suco,2009,Valor,15969.0
1,Africa do Sul,Uva,2009,Valor,32130.0
2,"Alemanha, República Democrática",Uva,2009,Valor,1475757.0
3,Angola,Uva,2009,Valor,110058.0
4,Antígua e Barbuda,Uva,2009,Valor,0.0
5,Arabia Saudita,Uva,2009,Valor,0.0
6,Argélia,Uva,2009,Valor,0.0
7,Argentina,Uva,2009,Valor,929225.0
8,Áustria,Uva,2009,Valor,0.0
9,Bahamas,Uva,2009,Valor,0.0
10,Bahrein,Uva,2009,Valor,0.0
11,Bangladesh,Uva,2009,Valor,0.0
12,Barbados,Uva,2009,Valor,0.0
13,Barein,Uva,2009,Valor,0.0
14,Bélgica,Uva,2009,Valor,3229623.0
15,Belize,Uva,2009,Valor,0.0
16,Bermudas,Uva,2009,Valor,0.0
17,Bolívia,Uva,2009,Valor,0.0
18,Bósnia,Uva,2009,Valor,0.0
19,Brasil,Uva,2009,Valor,0.0
20,Bulgária,Uva,2009,Valor,0.0
21,Burquina Faso,Uva,2009,Valor,0.0
22,Cabo Verde,Uva,2009,Valor,0.0
23,Camarões,Uva,2009,Valor,0.0
24,Camores,Uva,2009,Valor,0.0
25,Canadá,Uva,2009,Valor,2324716.0
26,Catar,Uva,2009,Valor,0.0
27,"Cayman, Ilhas",Uva,2009,Valor,0.0
28,Chile,Uva,2009,Valor,0.0
29,China,Uva,2009,Valor,0.0
30,Chipre,Uva,2009,Valor,0.0
31,Cingapura,Uva,2009,Valor,0.0
32,"Cocos (Keeling), Ilhas",Uva,2009,Valor,0.0
33,"Cook, Ilhas",Uva,2009,Valor,
34,Colômbia,Uva,2009,Valor,0.0
35,Congo,Uva,2009,Valor,0.0
36,Coreia do Norte,Uva,2009,Valor,0.0
37,Coreia do Sul,Uva,2009,Valor,0.0
38,Costa do Marfim,Uva,2009,Valor,0.0
39,Coveite,Uva,2009,Valor,0.0
40,Croácia,Uva,2009,Valor,0.0
41,Curaçao,Uva,2009,Valor,0.0
42,Dinamarca,Uva,2009,Valor,692757.0
43,Djibuti,Uva,2009,Valor,0.0
44,Egito,Uva,2009,Valor,0.0
45,Emirados Árabes Unidos,Uva,2009,Valor,33861.0
46,Eslovênia,Uva,2009,Valor,0.0
47,Espanha,Uva,2009,Valor,0.0
48,Estados Unidos,Uva,2009,Valor,22745590.0
49,Falkland (Ilhas Malvinas),Uva,2009,Valor,0.0
50,"Faroé, Ilhas",Uva,2009,Valor,0.0
51,Filipinas,Uva,2009,Valor,0.0
52,Finlândia,Uva,2009,Valor,161700.0
53,França,Uva,2009,Valor,0.0
54,Gabão,Uva,2009,Valor,0.0
55,Gana,Uva,2009,Valor,0.0
56,Georgia,Uva,2009,Valor,0.0
57,Gibraltar,Uva,2009,Valor,0.0
58,Grécia,Uva,2009,Valor,0.0
59,Guadalupe,Uva,2009,Valor,0.0
60,Guiana,Uva,2009,Valor,0.0
61,Guiana Francesa,Uva,2009,Valor,0.0
62,Guine Equatorial,Uva,2009,Valor,97.0
63,Honduras,Uva,2009,Valor,0.0
64,Hong Kong,Uva,2009,Valor,0.0
65,Ilha de Man,Uva,2009,Valor,0.0
66,Ilhas Virgens,Uva,2009,Valor,0.0
67,Índia,Uva,2009,Valor,0.0
68,Indonésia,Uva,2009,Valor,0.0
69,Irã,Uva,2009,Valor,0.0
70,Irlanda,Uva,2009,Valor,2110422.0
71,Islândia,Uva,2009,Valor,0.0
72,Itália,Uva,2009,Valor,399731.0
73,Japão,Uva,2009,Valor,0.0
74,Jérsei,Uva,2009,Valor,0.0
75,Jordânia,Uva,2009,Valor,0.0
76,Letônia,Uva,2009,Valor,0.0
77,Líbano,Uva,2009,Valor,0.0
78,Libéria,Uva,2009,Valor,0.0
79,Líbia,Uva,2009,Valor,0.0
80,Lituânia,Uva,2009,Valor,147364.0
81,Luxemburgo,Uva,2009,Valor,0.0
82,Macedônia,Uva,2009,Valor,
83,Malásia,Uva,2009,Valor,0.0
84,Malta,Uva,2009,Valor,0.0
85,Marrocos,Uva,2009,Valor,0.0
86,"Marshall, Ilhas",Uva,2009,Valor,0.0
87,Martinica,Uva,2009,Valor,0.0
88,Mauricio,Uva,2009,Valor,0.0
89,Mauritânia,Uva,2009,Valor,0.0
90,Mexico,Uva,2009,Valor,0.0
91,Mônaco,Uva,2009,Valor,0.0
92,Mongólia,Uva,2009,Valor,0.0
93,Montenegro,Uva,2009,Valor,0.0
94,Nigéria,Uva,2009,Valor,0.0
95,Noruega,Uva,2009,Valor,4007602.0
96,Omã,Uva,2009,Valor,0.0
97,Países Baixos,Uva,2009,Valor,44184938.0
98,Palau,Uva,2009,Valor,
99,Panamá,Uva,2009,Valor,0.0
100,Paquistão,Uva,2009,Valor,0.0
101,Paraguai,Uva,2009,Valor,0.0
102,Pitcairn,Uva,2009,Valor,
103,Polônia,Uva,2009,Valor,0.0
104,Porto Rico,Uva,2009,Valor,0.0
105,Portugal,Uva,2009,Valor,0.0
106,Quirguistão,Uva,2009,Valor,
107,Reino Unido,Uva,2009,Valor,27473174.0
108,Republica Dominicana,Uva,2009,Valor,0.0
109,Romênia,Uva,2009,Valor,0.0
110,"Rússia,  Federação da",Uva,2009,Valor,70848.0
111,Samoa Americana,Uva,2009,Valor,0.0
112,São Cristóvão e Névis,Uva,2009,Valor,
113,São Tomé e Príncipe,Uva,2009,Valor,0.0
114,São Vicente e Granadinas,Uva,2009,Valor,0.0
115,Serra Leoa,Uva,2009,Valor,0.0
116,Senegal,Uva,2009,Valor,0.0
117,Singapura,Uva,2009,Valor,0.0
118,Sri Lanka,Uva,2009,Valor,0.0
119,Suécia,Uva,2009,Valor,380804.0
120,Suíça,Uva,2009,Valor,0.0
121,Suriname,Uva,2009,Valor,0.0
122,Tailândia,Uva,2009,Valor,0.0
123,Taiwan,Uva,2009,Valor,0.0
124,Tanzânia,Uva,2009,Valor,
125,Togo,Uva,2009,Valor,0.0
126,Trindade e Tobago,Uva,2009,Valor,0.0
127,"Turcas e Caicos, ilhas",Uva,2009,Valor,0.0
128,Turquia,Uva,2009,Valor,0.0
129,Tuvalu,Uva,2009,Valor,0.0
130,Uruguai,Uva,2009,Valor,64060.0
131,Vanuatu,Uva,2009,Valor,0.0
132,Venezuela,Uva,2009,Valor,0.0
133,Vietnã,Uva,2009,Valor,0.0
134,Provisão de Navios e Aeronaves,Uva,2009,Valor,0.0
1,Afeganistão,Vinho,2009,Valor,0.0
2,África do Sul,Vinho,2009,Valor,0.0
3,"Alemanha, República Democrática",Vinho,2009,Valor,393482.0
4,Angola,Vinho,2009,Valor,84235.0
5,Anguilla,Vinho,2009,Valor,0.0
6,Antígua e Barbuda,Vinho,2009,Valor,0.0
7,Antilhas Holandesas,Vinho,2009,Valor,10651.0
8,Arábia Saudita,Vinho,2009,Valor,0.0
9,Argentina,Vinho,2009,Valor,4523.0
10,Aruba,Vinho,2009,Valor,0.0
11,Austrália,Vinho,2009,Valor,9195.0
12,Áustria,Vinho,2009,Valor,0.0
13,Bahamas,Vinho,2009,Valor,0.0
14,Bangladesh,Vinho,2009,Valor,0.0
15,Barbados,Vinho,2009,Valor,0.0
16,Barein,Vinho,2009,Valor,0.0
17,Bélgica,Vinho,2009,Valor,58764.0
18,Belice,Vinho,2009,Valor,0.0
19,Benin,Vinho,2009,Valor,0.0
20,Bermudas,Vinho,2009,Valor,0.0
21,Bolívia,Vinho,2009,Valor,20729.0
22,Bósnia-Herzegovina,Vinho,2009,Valor,0.0
23,Brasil,Vinho,2009,Valor,0.0
24,Bulgária,Vinho,2009,Valor,0.0
25,Cabo Verde,Vinho,2009,Valor,0.0
26,Camarões,Vinho,2009,Valor,0.0
27,Canadá,Vinho,2009,Valor,73445.0
28,Catar,Vinho,2009,Valor,0.0
29,"Cayman, Ilhas",Vinho,2009,Valor,0.0
30,Chile,Vinho,2009,Valor,4297.0
31,China,Vinho,2009,Valor,482400.0
32,Chipre,Vinho,2009,Valor,0.0
33,Cingapura,Vinho,2009,Valor,6110.0
34,"Cocos (Keeling), Ilhas",Vinho,2009,Valor,0.0
35,Colômbia,Vinho,2009,Valor,0.0
36,Comores,Vinho,2009,Valor,0.0
37,Congo,Vinho,2009,Valor,0.0
38,"Coreia, Republica Sul",Vinho,2009,Valor,0.0
39,Costa do Marfim,Vinho,2009,Valor,0.0
40,Costa Rica,Vinho,2009,Valor,0.0
41,Croácia,Vinho,2009,Valor,0.0
42,Cuba,Vinho,2009,Valor,0.0
43,Curaçao,Vinho,2009,Valor,0.0
44,Dinamarca,Vinho,2009,Valor,21780.0
45,Dominica,Vinho,2009,Valor,0.0
46,El Salvador,Vinho,2009,Valor,100.0
47,Emirados Arabes Unidos,Vinho,2009,Valor,4032.0
48,Equador,Vinho,2009,Valor,0.0
49,"Eslovaca, Republica",Vinho,2009,Valor,0.0
50,Espanha,Vinho,2009,Valor,4050.0
51,Estados Unidos,Vinho,2009,Valor,660066.0
52,Estônia,Vinho,2009,Valor,10802.0
53,Filipinas,Vinho,2009,Valor,0.0
54,Finlândia,Vinho,2009,Valor,0.0
55,França,Vinho,2009,Valor,0.0
56,Gana,Vinho,2009,Valor,0.0
57,Gibraltar,Vinho,2009,Valor,0.0
58,Granada,Vinho,2009,Valor,0.0
59,Grécia,Vinho,2009,Valor,0.0
60,Guatemala,Vinho,2009,Valor,20.0
61,Guiana,Vinho,2009,Valor,0.0
62,Guiana Francesa,Vinho,2009,Valor,0.0
63,Guine Bissau,Vinho,2009,Valor,0.0
64,Guine Equatorial,Vinho,2009,Valor,272.0
65,Haiti,Vinho,2009,Valor,5863.0
66,Honduras,Vinho,2009,Valor,30.0
67,Hong Kong,Vinho,2009,Valor,27188.0
68,Hungria,Vinho,2009,Valor,0.0
69,Ilha de Man,Vinho,2009,Valor,0.0
70,Ilhas Virgens,Vinho,2009,Valor,0.0
71,India,Vinho,2009,Valor,0.0
72,Indonésia,Vinho,2009,Valor,0.0
73,Irã,Vinho,2009,Valor,0.0
74,Iraque,Vinho,2009,Valor,0.0
75,Irlanda,Vinho,2009,Valor,0.0
76,Itália,Vinho,2009,Valor,5251.0
77,Jamaica,Vinho,2009,Valor,0.0
78,Japão,Vinho,2009,Valor,283436.0
79,Jordânia,Vinho,2009,Valor,0.0
80,Letônia,Vinho,2009,Valor,0.0
81,Líbano,Vinho,2009,Valor,0.0
82,Libéria,Vinho,2009,Valor,0.0
83,Luxemburgo,Vinho,2009,Valor,42124.0
84,Macau,Vinho,2009,Valor,0.0
85,Malásia,Vinho,2009,Valor,0.0
86,Malavi,Vinho,2009,Valor,0.0
87,Malta,Vinho,2009,Valor,0.0
88,"Marshall, Ilhas",Vinho,2009,Valor,0.0
89,Martinica,Vinho,2009,Valor,0.0
90,Mauritânia,Vinho,2009,Valor,0.0
91,México,Vinho,2009,Valor,0.0
92,Moçambique,Vinho,2009,Valor,0.0
93,Montenegro,Vinho,2009,Valor,0.0
94,Namíbia,Vinho,2009,Valor,0.0
95,Nicarágua,Vinho,2009,Valor,24.0
96,Nigéria,Vinho,2009,Valor,115.0
97,Noruega,Vinho,2009,Valor,0.0
98,Nova Caledônia,Vinho,2009,Valor,0.0
99,Nova Zelândia,Vinho,2009,Valor,0.0
100,Omã,Vinho,2009,Valor,0.0
101,Países Baixos,Vinho,2009,Valor,136991.0
102,Palau,Vinho,2009,Valor,0.0
103,Panamá,Vinho,2009,Valor,30.0
104,Paraguai,Vinho,2009,Valor,392087.0
105,Peru,Vinho,2009,Valor,0.0
106,Pitcairn,Vinho,2009,Valor,0.0
107,Polônia,Vinho,2009,Valor,35797.0
108,Porto Rico,Vinho,2009,Valor,0.0
109,Portugal,Vinho,2009,Valor,168923.0
110,Quênia,Vinho,2009,Valor,0.0
111,Reino Unido,Vinho,2009,Valor,68788.0
112,República Dominicana,Vinho,2009,Valor,0.0
113,Rússia,Vinho,2009,Valor,5732280.0
114,São Cristóvão e Névis,Vinho,2009,Valor,0.0
115,São Tomé e Príncipe,Vinho,2009,Valor,0.0
116,São Vicente e Granadinas,Vinho,2009,Valor,0.0
117,Senegal,Vinho,2009,Valor,0.0
118,Serra Leoa,Vinho,2009,Valor,0.0
119,Singapura,Vinho,2009,Valor,0.0
120,Suazilândia,Vinho,2009,Valor,0.0
121,Suécia,Vinho,2009,Valor,52826.0
122,Suíça,Vinho,2009,Valor,81319.0
123,Suriname,Vinho,2009,Valor,12918.0
124,Tailândia,Vinho,2009,Valor,0.0
125,Taiwan (Formosa),Vinho,2009,Valor,0.0
126,Tanzânia,Vinho,2009,Valor,0.0
127,"Tcheca, República",Vinho,2009,Valor,43902.0
128,Togo,Vinho,2009,Valor,0.0
129,Toquelau,Vinho,2009,Valor,0.0
130,Trinidade Tobago,Vinho,2009,Valor,0.0
131,Tunísia,Vinho,2009,Valor,0.0
132,Turquia,Vinho,2009,Valor,0.0
133,Tuvalu,Vinho,2009,Valor,0.0
134,Uruguai,Vinho,2009,Valor,0.0
135,Vanuatu,Vinho,2009,Valor,0.0
136,Venezuela,Vinho,2009,Valor,0.0
137,Vietnã,Vinho,2009,Valor,2143.0
1,África do Sul,Espumante,2010,Quantidade,0.0
2,Alemanha,Espumante,2010,Quantidade,1958.0
3,Angola,Espumante,2010,Quantidade,104138.0
4,Antigua e Barbuda,Espumante,2010,Quantidade,0.0
5,Antilhas Holandesas,Espumante,2010,Quantidade,0.0
6,Argentina,Espumante,2010,Quantidade,0.0
7,Aruba,Espumante,2010,Quantidade,0.0
8,Australia,Espumante,2010,Quantidade,0.0
9,Bahamas,Espumante,2010,Quantidade,146.0
10,Bangladesh,Espumante,2010,Quantidade,0.0
11,Barbados,Espumante,2010,Quantidade,0.0
12,Belgica,Espumante,2010,Quantidade,12897.0
13,Benin,Espumante,2010,Quantidade,0.0
14,Bermudas,Espumante,2010,Quantidade,0.0
15,Bolívia,Espumante,2010,Quantidade,11960.0
16,Bósnia-Herzegovina,Espumante,2010,Quantidade,0.0
17,Bulgaria,Espumante,2010,Quantidade,0.0
18,Cabo Verde,Espumante,2010,Quantidade,0.0
19,Camarões,Espumante,2010,Quantidade,0.0
20,Canada,Espumante,2010,Quantidade,0.0
21,Catar,Espumante,2010,Quantidade,0.0
22,"Cayman, Ilhas",Espumante,2010,Quantidade,0.0
23,Chile,Espumante,2010,Quantidade,0.0
24,China,Espumante,2010,Quantidade,416.0
25,Chipre,Espumante,2010,Quantidade,0.0
26,Cingapura,Espumante,2010,Quantidade,247.0
27,Colombia,Espumante,2010,Quantidade,0.0
28,"Coreia do Sul, Republica da",Espumante,2010,Quantidade,0.0
29,Costa Rica,Espumante,2010,Quantidade,12.0
30,Cuba,Espumante,2010,Quantidade,0.0
31,Curaçao,Espumante,2010,Quantidade,0.0
32,Dinamarca,Espumante,2010,Quantidade,0.0
33,Dominica,Espumante,2010,Quantidade,0.0
34,El Salvador,Espumante,2010,Quantidade,0.0
35,Emirados Arabes Unidos,Espumante,2010,Quantidade,198.0
36,Equador,Espumante,2010,Quantidade,0.0
37,Espanha,Espumante,2010,Quantidade,0.0
38,Estados Unidos,Espumante,2010,Quantidade,123001.0
39,Estonia,Espumante,2010,Quantidade,495.0
40,Falkland (Malvinas),Espumante,2010,Quantidade,0.0
41,Filipinas,Espumante,2010,Quantidade,0.0
42,Filânldia,Espumante,2010,Quantidade,0.0
43,França,Espumante,2010,Quantidade,990.0
44,Gana,Espumante,2010,Quantidade,0.0
45,Gibraltar,Espumante,2010,Quantidade,0.0
46,Granada,Espumante,2010,Quantidade,0.0
47,Grécia,Espumante,2010,Quantidade,0.0
48,Guatemala,Espumante,2010,Quantidade,4.0
49,Guiana,Espumante,2010,Quantidade,0.0
50,Guiné Equatorial,Espumante,2010,Quantidade,0.0
51,Guiné-Bissau,Espumante,2010,Quantidade,0.0
52,Haiti,Espumante,2010,Quantidade,0.0
53,Honduras,Espumante,2010,Quantidade,0.0
54,Hong Kong,Espumante,2010,Quantidade,0.0
55,Hungria,Espumante,2010,Quantidade,0.0
56,Ilha de Man,Espumante,2010,Quantidade,0.0
57,Índia,Espumante,2010,Quantidade,0.0
58,Iraque,Espumante,2010,Quantidade,0.0
59,Irlanda,Espumante,2010,Quantidade,360.0
60,Islândia,Espumante,2010,Quantidade,0.0
61,Itália,Espumante,2010,Quantidade,99.0
62,Japão,Espumante,2010,Quantidade,4737.0
63,Jordânia,Espumante,2010,Quantidade,0.0
64,Letônia,Espumante,2010,Quantidade,0.0
65,Líbano,Espumante,2010,Quantidade,0.0
66,Libéria,Espumante,2010,Quantidade,0.0
67,Luxemburgo,Espumante,2010,Quantidade,846.0
68,Maldivas,Espumante,2010,Quantidade,0.0
69,Malta,Espumante,2010,Quantidade,0.0
70,"Marshall, Ilhas",Espumante,2010,Quantidade,0.0
71,Montenegro,Espumante,2010,Quantidade,0.0
72,México,Espumante,2010,Quantidade,95328.0
73,Nicarágua,Espumante,2010,Quantidade,20.0
74,Nigéria,Espumante,2010,Quantidade,0.0
75,Noruega,Espumante,2010,Quantidade,0.0
76,Nova Zelândia,Espumante,2010,Quantidade,0.0
77,Países Baixos (Holanda),Espumante,2010,Quantidade,2896.0
78,Panamá,Espumante,2010,Quantidade,27.0
79,Paraguai,Espumante,2010,Quantidade,6728.0
80,Peru,Espumante,2010,Quantidade,0.0
81,Polônia,Espumante,2010,Quantidade,90.0
82,Porto Rico,Espumante,2010,Quantidade,0.0
83,Portugal,Espumante,2010,Quantidade,5387.0
84,Quênia,Espumante,2010,Quantidade,0.0
85,Reino Unido,Espumante,2010,Quantidade,13501.0
86,Republica Dominicana,Espumante,2010,Quantidade,0.0
87,Republica Tcheca,Espumante,2010,Quantidade,0.0
88,Rússia,Espumante,2010,Quantidade,0.0
89,Serra Leoa,Espumante,2010,Quantidade,0.0
90,Singapura,Espumante,2010,Quantidade,0.0
91,Suécia,Espumante,2010,Quantidade,0.0
92,Suíça,Espumante,2010,Quantidade,0.0
93,Suriname,Espumante,2010,Quantidade,0.0
94,Tailândia,Espumante,2010,Quantidade,0.0
95,Taiwan (Formosa),Espumante,2010,Quantidade,0.0
96,"Tcheca, República",Espumante,2010,Quantidade,0.0
97,Trinidade e Tobago,Espumante,2010,Quantidade,18.0
98,Turquia,Espumante,2010,Quantidade,0.0
99,Uruguai,Espumante,2010,Quantidade,472.0
100,Vanuatu,Espumante,2010,Quantidade,0.0
101,Venezuela,Espumante,2010,Quantidade,0.0
102,Vietnã,Espumante,2010,Quantidade,189.0
103,Outros(1),Espumante,2010,Quantidade,0.0
1,África do Sul,Suco,2010,Quantidade,0.0
2,"Alemanha, República Democrática da",Suco,2010,Quantidade,0.0
3,Angola,Suco,2010,Quantidade,6413.0
4,Antígua e Barbuda,Suco,2010,Quantidade,0.0
5,Antilhas Holandesas,Suco,2010,Quantidade,0.0
6,Arábia Saudita,Suco,2010,Quantidade,0.0
7,Argélia,Suco,2010,Quantidade,0.0
8,Argentina,Suco,2010,Quantidade,840.0
9,Aruba,Suco,2010,Quantidade,1878.0
10,Austrália,Suco,2010,Quantidade,0.0
11,Áustria,Suco,2010,Quantidade,0.0
12,Bahamas,Suco,2010,Quantidade,0.0
13,Bangladesh,Suco,2010,Quantidade,0.0
